UF;MUNICIPIO;NUMERO_REGISTRO_ESTABELECIMENTO;STATUS_REGISTRO;CPF_CNPJ;RAZAO_SOCIAL;AREA_ATUACAO;ATIVIDADE;CLASSIFICACAO;CARACTERISTICA_ADICIONAL
MT;Querência;MT0004642;Ativo;**.***.457/***-**;AGROPECUARIA MAGGI LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Querência;MT0004642;Ativo;**.***.457/***-**;AGROPECUARIA MAGGI LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
MT;Querência;MT0012548;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;BENEFICIADOR;;
MT;Querência;MT0004561;Ativo;**.***.525/***-**;LOUIS DREYFUS COMPANY BRASIL S.A.;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Querência;MT0006017;Ativo;**.***.790/***-**;SEMENTES SELECTA S/A;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Querência;MT0006017;Ativo;**.***.790/***-**;SEMENTES SELECTA S/A;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Querência;MT0005630;Ativo;**.***.181/***-**;ALIANCA AGRICOLA DO CERRADO S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Querência;MT0005630;Ativo;**.***.181/***-**;ALIANCA AGRICOLA DO CERRADO S.A.;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Quintana;SP0033014;Ativo;**.***.185/***-**;JOCEL BENEFICIADORA COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO DE CEREAIS LTDA.;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Quintana;SP0036005;Ativo;**.***.693/***-**;AURINDO RAIMUNDO DE SOUZA - ME;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;Quintana;SP0032646;Ativo;**.***.333/***-**;Cereais Confiança Comércio Importação e Exportação Ltda;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Quintana;SP0105325;Ativo;**.***.322/***-**;RAIMUNDO DE SOUZA & SOUZA LTDA EPP;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;Quintana;SP0036307;Ativo;**.***.101/***-**;RODRIGUES TONUS & TONUS IMPORTAÇÃO E EXPORTAÇÃO LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;Quintana;SP0048593;Ativo;**.***.317/***-**;AMENDOMARI COMERCIO IMPORTAÇÃO E EXP. DE CEREAIS LTDA-ME;QUALIDADE VEGETAL;BENEFICIADOR;;
GO;Quirinópolis;GO0021873;Ativo;**.***.216/***-**;CAFE DAQUI INDUSTRIA E COMERCIO LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
CE;Quixelô;CE0011380;Ativo;***.***.975-**;Francisco Alexandre Pereira;QUALIDADE VEGETAL;BENEFICIADOR;;
CE;Quixelô;CE0011533;Ativo;***.***.946-**;LUIS JOSE PEREIRA;QUALIDADE VEGETAL;CONSOLIDADOR;;
CE;Quixelô;CE0011517;Ativo;***.***.574-**;BRUNO ELOIO ALVES PEREIRA;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;Realeza;PR0012130;Ativo;**.***.174/***-**;Biorgânica Produtos Orgânicos Ltda;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Realeza;PR0016411;Ativo;**.***.219/***-**;COOPAVEL COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Realeza;PR0012122;Ativo;**.***.174/***-**;BIORGÂNICA COMÉRCIO DE PRODUTOS ORGÂNICOS LTDA (FILIAL FECULARIA SUBIDA);QUALIDADE VEGETAL;BENEFICIADOR;;
PE;Recife;PE0002712;Ativo;**.***.600/***-**;CUCAU ACUCAR E ETANOL S/A;QUALIDADE VEGETAL;PROCESSADOR;;
PE;Recife;PE0009792;Ativo;**.***.947/***-**;COOPERATIVA AGROINDUSTRIAL COOPERJA;QUALIDADE VEGETAL;BENEFICIADOR;;
PE;Recife;PE0008354;Ativo;**.***.367/***-**;AGF INDUSTRIA PRODUTORA DE ACUCAR, ETANOL E ENERGIA ELETRICA LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PE;Recife;PE0002151;Ativo;**.***.153/***-**;COMEXPORT TRADING COMERCIO EXTERIOR LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
PE;Recife;PE0000612;Ativo;**.***.245/***-**;ASCENSUS TRADING & LOGÍSTICA LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
PE;Recife;PE0010090;Ativo;**.***.944/***-**;LIDIANE MARIA DOS SANTOS;QUALIDADE VEGETAL;BENEFICIADOR;;
PE;Recife;PE0001872;Ativo;**.***.405/***-**;DM Internacional Importação e Exportação e Comércio Atacadista de Produtos em Geral EIRELI;QUALIDADE VEGETAL;IMPORTADOR;;
PE;Recife;PE0002410;Ativo;**.***.154/***-**;NORIM PEX - COMÉRCIO, IMPORTAÇÃO, EXPORTAÇÃO E REPRES. DE PRODUTOS ALIMENTÍCIOS E BEBIDAS EIRELI;QUALIDADE VEGETAL;IMPORTADOR;;
PE;Recife;PE0005037;Ativo;**.***.200/***-**;CONDIR TEMPEROS E EMPACOTAMENTOS DO RECIFE LTDA - EPP;QUALIDADE VEGETAL;BENEFICIADOR;;
PE;Recife;PE0003050;Ativo;**.***.096/***-**;DURI TRADING, COMERCIO, IMPORTACAO E EXPORTACAO DE EMBALAGENS LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
PE;Recife;PE0010880;Ativo;**.***.356/***-**;CIA DE ALIMENTOS SAUDAVEIS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
PE;Recife;RJ0020974;Ativo;**.***.426/***-**;BTG PACTUAL COMMODITIES SERTRADING S.A.;QUALIDADE VEGETAL;EXPORTADOR;;
PA;Redenção;PA0012114;Ativo;**.***.785/***-**;Agrex do Brasil Ltda.;QUALIDADE VEGETAL;EXPORTADOR;;
BA;Riachão das Neves;BA0007650;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;EXPORTADOR;;
BA;Riachão das Neves;BA0008796;Ativo;**.***.101/***-**;Bunge Alimentos S/A;QUALIDADE VEGETAL;BENEFICIADOR;;
BA;Riachão das Neves;BA0021016;Ativo;**.***.706/***-**;CARGILL AGRICOLA S A;QUALIDADE VEGETAL;EXPORTADOR;;
GO;Rialma;GO0024473;Ativo;**.***.646/***-**;CAFE OURO RICO LTDA;QUALIDADE VEGETAL;EMBALADOR;;
GO;Rialma;GO0024473;Ativo;**.***.646/***-**;CAFE OURO RICO LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SP;Ribeirão Pires;SP0080225;Ativo;**.***.838/***-**;STA CLARA FOODS LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Ribeirão Pires;SP0080225;Ativo;**.***.838/***-**;STA CLARA FOODS LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Ribeirão Preto;SP0095990;Ativo;**.***.647/***-**;JFAND GESTÃO DE GARANTIAS, AVALIAÇÕES E MONITORAMENTOS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;Ribeirão Preto;SP0031798;Ativo;**.***.796/***-**;Lins Agroindustrial S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
RJ;Rio Bonito;RJ0014427;Ativo;**.***.970/***-**;Exata comércio e distribuição de materiais em geral eireli;QUALIDADE VEGETAL;IMPORTADOR;;
AC;Rio Branco;AC0001600;Ativo;**.***.107/***-**;CAFÉ CONTRI IMPORTAÇÃO E EXPORTAÇÃO LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
AC;Rio Branco;AC0001112;Ativo;**.***.502/***-**;COOPERATIVA CENTRAL DE COMERCIO EXTRATIVESTA DO ESTADO DO ACRE - COOPERACRE;QUALIDADE VEGETAL;BENEFICIADOR;;
AC;Rio Branco;AC0001589;Ativo;**.***.889/***-**;BURITI ALIMENTOS EIRELI;QUALIDADE VEGETAL;CONSOLIDADOR;;
PR;Rio Branco do Ivaí;PR0016179;Ativo;**.***.968/***-**;COCARI  COOPERATIVA AGROPECUARIA E INDUSTRIAL;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MG;Betim;MG0045250;Ativo;**.***.637/***-**;SUPE SUPER LUNA S/A;QUALIDADE VEGETAL;IMPORTADOR;;
SP;Rio das Pedras;SP0040924;Ativo;**.***.103/***-**;CENTRO COMERCIAL PONTO 156 LTDA - EPP;QUALIDADE VEGETAL;EMBALADOR;;
SP;Rio das Pedras;SP0030961;Ativo;**.***.399/***-**;MAXPROTEIN PESQUISA INDUSTRIA E COMERCIO LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
RN;Rio do Fogo;RN0004120;Ativo;**.***.764/***-**;FINOBRASA AGROINDUSTRIAL SA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SC;Rio do Sul;SC0013625;Ativo;**.***.782/***-**;COOPERATIVA REGIONAL AGROPECUARIA VALE DO ITAJAI;QUALIDADE VEGETAL;BENEFICIADOR;;
RS;Rio Grande;RS0037389;Ativo;**.***.210/***-**;VITERRA AGRICULTURE BRASIL S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
RS;Rio Grande;RS0056103;Ativo;**.***.834/***-**;FIDES CONTROL SERVIÇOS DE INSPEÇÕES LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
RS;Rio Grande;RS0046523;Ativo;**.***.221/***-**;BUREAU VERITAS INSPECOES LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
RS;Rio Grande;RS0062014;Ativo;**.***.828/***-**;TERMINAL MARÍTIMO LUIZ FOGLIATTO S/A;QUALIDADE VEGETAL;EXPORTADOR;;
RS;Rio Grande;RS0062014;Ativo;**.***.828/***-**;TERMINAL MARÍTIMO LUIZ FOGLIATTO S/A;QUALIDADE VEGETAL;ARMAZENADOR;;
RS;Rio Grande;RS0063444;Ativo;**.***.850/***-**;PECANITA AGROINDUSTRIAL LTDA.;QUALIDADE VEGETAL;EXPORTADOR;;
PA;Rio Maria;PA0009032;Ativo;**.***.838/***-**;CT INDUSTRIA E DISTRIBUICAO DE ALIMENTOS EM GERAL;QUALIDADE VEGETAL;EMBALADOR;;
PA;Rio Maria;PA0009032;Ativo;**.***.838/***-**;CT INDUSTRIA E DISTRIBUICAO DE ALIMENTOS EM GERAL;QUALIDADE VEGETAL;CONSOLIDADOR;;
GO;Rio Verde;GO0002488;Ativo;**.***.402/***-**;ADM DO BRASIL LTDA.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
GO;Rio Verde;GO0017809;Ativo;**.***.666/***-**;HUMBERG AGRIBRASIL COMERCIO E EXPORTACAO DE GRAOS S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
GO;Rio Verde;GO0004839;Ativo;**.***.338/***-**;COFCO INTERNATIONAL BRASIL S.A;QUALIDADE VEGETAL;EXPORTADOR;;
GO;Rio Verde;GO0012661;Ativo;**.***.153/***-**;SAFRAS AGROINDUSTRIA S/A;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
GO;Rio Verde;GO0015857;Ativo;**.***.252/***-**;NOVAAGRI INFRA-ESTRUTURA DE ARMAZENAGEM E ESCOAMENTO AGRICOLA S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
GO;Rio Verde;GO0009610;Ativo;**.***.618/***-**;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO - COMIGO;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
GO;Rio Verde;GO0008591;Ativo;**.***.528/***-**;OLAM AGRICOLA LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
GO;Rio Verde;GO0006068;Ativo;**.***.790/***-**;cj selecta s.a;QUALIDADE VEGETAL;EXPORTADOR;;
GO;Rio Verde;GO0012742;Ativo;**.***.336/***-**;LOBO GUARA ALIMENTOS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;Rolândia;PR0023264;Ativo;**.***.816/***-**;M. DIAS BRANCO S.A INDÚSTRIA E COMÉRCIO DE ALIMENTOS;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Rolândia;PR0038350;Ativo;**.***.270/***-**;MODO AGROLOGISTICA EIRELI;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Rolândia;PR0033448;Ativo;**.***.722/***-**;PASTIFÍCIO SELMI S/A;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Roncador;PR0007323;Ativo;**.***.383/***-**;COAMO AGROINDUSTRIAL COOPERATIVA;QUALIDADE VEGETAL;BENEFICIADOR;;
PA;Rondon do Pará;PA0006009;Ativo;**.***.378/***-**;Juparanã Comercial Agrícola Ltda;QUALIDADE VEGETAL;EXPORTADOR;;
PA;Rondon do Pará;PA0005975;Ativo;**.***.900/***-**;Rural Brasil Ltda;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Rondonópolis;MT0007706;Ativo;**.***.796/***-**;bom jesus agropecuária ltda ;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Rondonópolis;MT0019593;Ativo;**.***.505/***-**;AGROPECUARIA CAVALCA LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Rondonópolis;MT0003280;Ativo;**.***.402/***-**;ADM DO BRASIL LTDA.;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Rondonópolis;MT0005240;Ativo;**.***.274/***-**;GRANELES BRASIL COMERCIAL IMPORTADORA EXPORTADORA AGRICOLA S.A;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Rondonópolis;MT0017132;Ativo;**.***.583/***-**;LEMI TORREFAÇÃO, MOAGEM E COMÉRCIO DE CAFÉ LTDA.;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MT;Rondonópolis;MT0014460;Ativo;**.***.402/***-**;ADM DO BRASIL LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Rondonópolis;MT0003379;Ativo;**.***.754/***-**;ENGELHART CTP (BRASIL) S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Rondonópolis;MT0009210;Ativo;**.***.338/***-**;COFCO INTERNATIONAL BRASIL S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Rondonópolis;MT0005827;Ativo;**.***.101/***-**;Bunge Alimentos S/A;QUALIDADE VEGETAL;EMBALADOR;;
MT;Rondonópolis;MT0004120;Cancelado;**.***.398/***-**;COFCO INTERNATIONAL GRAINS LTDA.;QUALIDADE VEGETAL;PRODUTOR;;
MT;Rondonópolis;MT0009393;Ativo;**.***.338/***-**;COFCO INTERNATIONAL BRASIL S.A.;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Rondonópolis;MT0009393;Ativo;**.***.338/***-**;COFCO INTERNATIONAL BRASIL S.A.;QUALIDADE VEGETAL;PROCESSADOR;;
MT;Rondonópolis;MT0016381;Ativo;**.***.597/***-**;FS I INDUSTRIA DE ETANOL S.A;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MG;Rubim;MG0032794;Ativo;**.***.351/***-**;RELVA IND. E COM. DE ALIIMENTOS LTDA - ME;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
AL;Coruripe;AL0001678;Ativo;**.***.415/***-**;S A USINA CORURIPE ACUCAR E ALCOOL ;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;CLASSIFICADORA POR FLUXO OPERACIONAL
AL;Coruripe;AL0001678;Ativo;**.***.415/***-**;S A USINA CORURIPE ACUCAR E ALCOOL ;QUALIDADE VEGETAL;EMBALADOR;;
AL;Coruripe;AL0002330;Ativo;***.***.744-**;Roseanne Sampaio Bezerra da Silva;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Cosmópolis;SP0101761;Ativo;**.***.098/***-**;USINA AÇUCAREIRA ESTER S.A ;QUALIDADE VEGETAL;EXPORTADOR;;
MS;Costa Rica;MS0017680;Ativo;**.***.457/***-**;SLC AGRICOLA SA;QUALIDADE VEGETAL;BENEFICIADOR;;
MS;Costa Rica;MS0016756;Ativo;***.***.063-**;RENATO BURGEL;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;Cotia;SP0053961;Ativo;**.***.368/***-**;MARIO AUGUSTO DANZIGER INDUSTRIA E COMERCIO DE ALIMENTOS;QUALIDADE VEGETAL;EMBALADOR;;
SP;Cotia;SP0094528;Ativo;**.***.326/***-**;RG COMERCIO E IMPORTADORA LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;Cotia;SP0047481;Ativo;**.***.196/***-**;NATURAL IMPORT LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Cravinhos;SP0102350;Ativo;**.***.833/***-**;SKYWALKER AGRO LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SC;Criciúma;SC0039772;Ativo;**.***.752/***-**;BALCCI AGROCOMERCIAL LTDA;QUALIDADE VEGETAL;EMBALADOR;;
SC;Criciúma;SC0004049;Ativo;**.***.616/***-**;FLAMARIMPEX REPRESENTAÇOES COMERCIAS LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
MG;Cristais;MG0040355;Ativo;**.***.421/***-**;GRANUR LTDA;QUALIDADE VEGETAL;EMBALADOR;;
SP;Cristais Paulista;SP0095966;Ativo;**.***.415/***-**;FLORADA BRASIL ARMAZÉNS GERAIS LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
GO;Cristalina;GO0016179;Ativo;**.***.457/***-**;SLC AGRICOLA S.A.;QUALIDADE VEGETAL;BENEFICIADOR;;
GO;Cristalina;GO0008125;Ativo;**.***.562/***-**;JOSAPAR-JOAQUIM OLIVEIRA S.A. PARTICIPAÇÕES;QUALIDADE VEGETAL;PROCESSADOR;;
TO;Crixás do Tocantins;TO0010995;Cancelado;**.***.028/***-**;AGRO ZANKER INDUSTRIA E COMERCIO LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
RS;Cruz Alta;RS0015687;Ativo;**.***.223/***-**;C.VALE - COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;EXPORTADOR;;
RS;Cruz Alta;RS0040940;Ativo;**.***.102/***-**;TRES TENTOS AGROINDUSTRIAL S/A ;QUALIDADE VEGETAL;PROCESSADOR;;
AC;Cruzeiro do Sul;AC0001627;Ativo;**.***.256/***-**;AMAZONIA AGROINDUSTRIA LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
MT;Cuiabá;MT0018066;Ativo;**.***.270/***-**;MODO AGROLOGISTICA EIRELI;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Cuiabá;MT0004200;Cancelado;**.***.277/***-**;O TELHAR AGROPECUARIA LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Cuiabá;MT0025089;Ativo;**.***.489/***-**;AROEIA ALIMENTOS INDUSTRIA COMERCIO E DISTRIBUICAO LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MT;Cuiabá;MT0017272;Ativo;**.***.149/***-**;hakan brazil comercial exportadora ltda;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Cuiabá;MT0006289;Ativo;**.***.178/***-**;CHANCELLER SERVICOS, COMERCIO E REPRESENTACOES LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Cuiabá;MT0022624;Ativo;***.***.743-**;Leandro Saraiva de Antonio;QUALIDADE VEGETAL;EMBALADOR;;
PR;Curitiba;MT0017272;Ativo;**.***.149/***-**;hakan brazil comercial exportadora ltda;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Curitiba;MT0017272;Ativo;**.***.149/***-**;hakan brazil comercial exportadora ltda;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Curitiba;PR0022365;Ativo;**.***.308/***-**;EMPORIO ADHOC PORTUGAL LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
PR;Curitiba;PR0003050;Ativo;**.***.674/***-**;AC URBAN TRIBE IMPORTACAO E COMERCIO LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
PR;Curitiba;PR0004332;Ativo;**.***.549/***-**;SEBRAZ S/A;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Curitiba;PR0044709;Ativo;**.***.549/***-**;SEBRAZ S/A;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Curitiba;PR0029939;Ativo;**.***.889/***-**;FERNHILL FOOD GROUP S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Curitiba;PR0014427;Ativo;**.***.875/***-**;MARUBENI GRÃOS BRASIL S/A ;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Curitiba;PR0001830;Ativo;**.***.052/***-**;INTECSO - SOLUCOES E INOVACOES EM AGRONEGOCIOS LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
PR;Curitiba;PR0000272;Ativo;**.***.957/***-**;Porto A Porto com. imp. exp. ltda;QUALIDADE VEGETAL;COMERCIANTE (DISTRIBUIDOR);;
PR;Curitiba;PR0011738;Cancelado;**.***.343/***-**;BIFE E CIA;QUALIDADE VEGETAL;EMBALADOR;;
PR;Curitiba;PR0040681;Ativo;**.***.193/***-**;FORTALEZA AGRO MERCANTIL LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;Curitiba;PR0046868;Ativo;**.***.623/***-**;SAMBA FOODS LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Curitiba;PR0046868;Ativo;**.***.623/***-**;SAMBA FOODS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;Curitiba;PR0048070;Ativo;**.***.664/***-**;FENIX ENERGY BRASIL LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Curitiba;PR0003611;Ativo;**.***.406/***-**;CONDOR SUPER CENTER LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
PR;Curitiba;PR0038342;Ativo;**.***.690/***-**;SADOT BRASIL LTDA.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Curitiba;PR0014354;Ativo;**.***.623/***-**;ESSENCE BUSINESS COMERCIAL IMPORTADORA E EXPORTADORA DE PRODUTOS AGRICOLAS, AGROPECUARIOS E TEXTIL S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Curitiba;PR0043800;Ativo;**.***.287/***-**;COPASS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
PR;Curitiba;PR0036161;Ativo;**.***.773/***-**;casex inducstria de plastico e produtos medico hospitalares ltda;QUALIDADE VEGETAL;ARMAZENADOR;;
PR;Curitiba;PR0008729;Ativo;**.***.406/***-**;GARANTE DISTRIBUIDORA E IMP. DE PROD. ALIM. LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
PR;Curitiba;PR0023736;Ativo;**.***.244/***-**;COMERCIO DE CEREAIS AREIA BRANCA LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;Curitiba;PR0031070;Ativo;**.***.279/***-**;LN TRADING TERMINAIS DE CARGAS DO BRASIL LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Curitiba;PR0042374;Ativo;**.***.512/***-**;SMILE TOWN CAFE LTDA;QUALIDADE VEGETAL;EMBALADOR;;
PR;Curitiba;PR0014419;Ativo;**.***.274/***-**;GRANELES BRASIL COMERCIAL IMPORTADORA EXPORTADORA AGRICOLA S.A;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Curitiba;PR0044865;Ativo;**.***.665/***-**;COMERCIO DE CEREAIS JRB LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
RN;Currais Novos;RN0006505;Ativo;**.***.588/***-**;COMERCIAL VICUNHA INDUSTRIA E COMERCIO LTDA;QUALIDADE VEGETAL;EMBALADOR;;
MG;Mata Verde;MG0033286;Ativo;**.***.399/***-**;CAFE BRASIL COLONIAL IND.E COM LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
TO;Mateiros;TO0012254;Ativo;**.***.708/***-**;ILMO DA CUNHA AGRONEGOCIOS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
MG;Matipó;MG0030090;Ativo;**.***.525/***-**;LOUIS DREYFUS COMPANY BRASIL S.A.;QUALIDADE VEGETAL;ARMAZENADOR;;
AM;Maués;AM0003867;Ativo;**.***.693/***-**;D'AMAZÔNIA ORIGENS AGROFLORESTAL LTDA;QUALIDADE VEGETAL;EMBALADOR;;
AM;Maués;AM0003867;Ativo;**.***.693/***-**;D'AMAZÔNIA ORIGENS AGROFLORESTAL LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Mendonça;SP0034606;Ativo;**.***.632/***-**;USINA SANTA ISABEL S/A ;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
RO;Ouro Preto do Oeste;RO0006939;Ativo;**.***.103/***-**;51.313.103 JOAO LUIZ RESENDE LOURENCO;QUALIDADE VEGETAL;EMBALADOR;;
GO;Ouro Verde de Goiás;GO0008966;Cancelado;**.***.774/***-**;ADC DEF GHI;QUALIDADE VEGETAL;EXPORTADOR;;
GO;Ouro Verde de Goiás;GO0022659;Ativo;**.***.774/***-**;ADC DEF GHI;QUALIDADE VEGETAL;EMBALADOR;;
SC;Palhoça;SC0009296;Ativo;**.***.660/***-**;NOR IMPORT COMERCIO DE ALIMENTOS EIRELI;QUALIDADE VEGETAL;IMPORTADOR;;
TO;Palmas;TO0008044;Ativo;**.***.338/***-**;Cofco International Brasil S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
TO;Palmas;TO0010596;Ativo;**.***.712/***-**;LARANJAL FABRICAÇÃO DE SUCOS NATURAIS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
TO;Palmas;TO0011070;Ativo;**.***.754/***-**;ENGELHART CTP (BRASIL) S.A.;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Palmital;SP0043281;Ativo;***.***.874-**;SEBASTIAO SILVIO PANOBIANCO;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SP;Palmital;SP0051322;Ativo;**.***.016/***-**;promafa produtos de mandioca fadel ltd;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
SP;Palmital;SP0088285;Ativo;**.***.228/***-**;OURO SAFRA S/A;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Palmital;SP0048720;Ativo;**.***.450/***-**;Cocamar cooperativa agroindustrial;QUALIDADE VEGETAL;ARMAZENADOR;;
PA;Paragominas;PA0003816;Cancelado;**.***.785/***-**;Agrex do Brasil Ltda.;QUALIDADE VEGETAL;EXPORTADOR;;
PA;Paragominas;PA0012114;Ativo;**.***.785/***-**;Agrex do Brasil Ltda.;QUALIDADE VEGETAL;EXPORTADOR;;
PA;Paragominas;PA0003786;Ativo;**.***.900/***-**;Rural Brasil Ltda;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
